Source Link,Comment,Tag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,মাগী তোর সোনার মতো সবার সোনা বানাতে চাস। মাগি নাস্তিক।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"যে বেহায়পনার দিকে নারি কে উৎসাহ দেয়, সে আবার সমাজ সেবি, কথা হাস্যকর",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,বাজে মানুষ তুমি,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,সালিরে একটা কালা বাগুন দিলাম ঈদ উপহার,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"এইরকম একটা মহিলারও যে ভক্ত থাকতে পারে,তা যানা ছিল না!",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"ইনি ই ঠিক আছেন এই তেলাতেলি আর চুলাচুলির দেশে। প্রতিবাদী আন্দোলনের নারীমূর্তি, স্যলুট আপনাকে।",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,বিশ্ব নিন্দীত নাস্তিক তাই,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"সভ্য সমাজ, উন্নত সমাজ, বাক্ স্বাধীনতা, আদর্শ সমাজ। বাহ্ বাহ্। তুমি ধর্ষি...। তুমি অসভ্যতার জননী।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,ওর মতো বেপরোয়া মহিলা দেশে আসলে দেশের সত্য মহিলা গুলো অসভ্য অভদ্র হয়ে যাবে। ওর আশেপাশের পরিবেশ দূষিত করে ফেলবে ঐ মহিলা। উনি মুসলিম হয়ে ও উনার ভিতরে কোন অনুসূচনা নাই। আরে বয়স তো প্রায় শেষের দিকে এখন না হয় একটু পরিবর্তন করুন নিজেকে মরতে তো হবেই।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,এই নষ্টা দেশে আসলে ওর ভব লিলা সাঙ্গ করে দিবে।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তুই কুতার বাচ্চা,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তোমাকে চোদার বেল আছে,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,জরজ সন্তান,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,নষ্টামি র মাষ্টার।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"শয়তানের দাদী
",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,এ শালী তো ইন্ডিয়ার দালাল,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,শালা একটি নাস্তিক বেয়াদব খান্কি ইসলাম নিয়ে কটুক্তি করে এজন্যই ওকে দেশ ছাড়তে হয়েছে বাংলাদেশ ওর কোন ঠাই নেই ইসলাম ধর্ম নিয়ে কটুক্তি করে থাপ্পর মেরে দাঁত ফেলায় দিতে হবে,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তিনি যা লেখেন তা শতভাগ সঠিক নয় । কিছু কিছু ক্ষেত্রে সঠিক আবার কিছু কিছু ক্ষেত্রে সম্পূর্ণটাই ভূল।,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,মাগি তোর লেখা পড়লে মানব জাতি ধ্বংস হয়ে যাবে ৷,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,হারামজাদি বুড়ী হয়ে গেছে!,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তুই মাটিও পাবিনা সয়তান,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,পৃথিবীতে থাকার কোন অধিকার নেই তোর মত নষ্টা মেয়ের,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আপনাকে প্রতিটাই ভারতীয় বাংলী সন্মান করেন।।আর ওরা বরাবরই এমন নোংরা। আর ওরাই সারাবিশ্বে অশান্তির কারন।।।,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,শয়তানের হেড মাস্টার,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তুই নাস্তিক তোর ফলোয়ার জারা তারাও নাস্তিক বুঝলি?,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,এই মহিলা শয়তানের এজেন্ট ইসলামের শত্রু মুসলমানদের এই দেশে এই ব্যভিচারিনীর আসার কোন অধিকার নেই ✊✊,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"তুমি তো নিজেই ল্যাংটা হয়ে দেশ ছেড়েছো তোমার বেহায়া পনার কারণে, এখন তোমাকে অনুসরণ করবে এমন বেহায়া লোক আছে না কি???????",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,শয়তানের বাচ্চা শয়তান,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আমি আপনার লেখা পড়িনি তবে আপনাকে দেখে ভয় পেয়েছি তাই প্রতিবাদি হতে পারিনি মাফ করে দেবেন। তবে সচেতন হয়েছি।ধর্মান্ধ মানুষ গুলো সচেতন হোক এটাই কামনা।❤️,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"অসম্ভব মায়া লাগে মেয়েটার জন্য। যেখানেই থাকুক, ভালো থাকবেন ।",positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,এই কুত্তি সম্পর্কে আমার কিছু বলার ভাষা জানা নাই...🤬🤬🤬🤬🤬😡😡🤬🤬🤬 নাস্তিক ও কুলাঙ্গার এবং শিক্ষিত পতিতা.....,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,মাল খোর সালি,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তোর মত কুলাঙ্গানীর সম্বন্ধে কিছু লিখে সময় নষ্ট করতে চাইন। এখন যেখানে আছো ওটা তোমার যোগ্য স্থান। তোর মত ইসলাম বিদ্বেষী নারী নামে কলঙ্ককিনি মরার পর দুনিয়ার পবিত্র মাটিতে কবর না দিয়ে ইহুদি মুশরিকদের মত আগুন দিয়ে পুড়িয়ে ফেলুক।এতে করে অল্পকিছু লাকড়ি কয়লা নষ্ট হলো কিছু আসে যায় না।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আহো ভাতিজি আহো তোমার লাইগা কিছু৷ ... রেডি কইরা রাখচি....!,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তোমার লেখা আমার ভালো লাগে। তোমার লেখা বন্ধ করো না। সামনে তোমার কাছে যাই।,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,বিশ্ব চুদানী,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,নারী জাতের কলঙ্ক তুই নষ্ট মহিলা তুমি পারলে দেখাও যে তোমার লেখা পড়ে তোমার লেখা বই পড়ে একজন নারী অথবা পুরুষ তোমার অনুসারী হয়েছে তার ছবি সহ একদিন একটু দেখাও,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,সে একজন অসুস্থ মস্তিষ্কের মানুষ অর্থাৎ মানসিক রুগী।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,অন্দরের অন্ধকারে আলোক শিখা জ্বেলে বঞ্চিত নারীর মুক্তির পথ তুমি দেখিয়ে দিলে...,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আসলে ওনার লেখার মধ্যে পরিশুদ্ধ কোন অর্থ কিংবা উদ্দেশ্য খুঁজে পাই না।কি চায় সেটা স্পর্শ করতে ব্যার্থ হই।তবে ওনার কবিতা দারুন লাগে।,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আসো একদম বম ভ**রে দিবো জাইগায় ।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"বোদার,রস,মনেহয়,সুকিয়ে,গেছে
",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আসো আইক্কাঅলা বাশটা তুমার অপেক্ষায় এখনো সুকাইনি,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,ওকে ফাঁসিতে ঝুলানো হোক দেশেতো আনা পড়ে থাক,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"এরে তো দেখাও পাপ,",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আমার অত্যন্ত প্রিয় লেখিকা।আমার সাধ্য থাকলে দেশে ফেরার ব্যবস্তা করতাম।,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,চুদানি একটা,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"তোর মুখে আর তোর বইয়ে কুত্তা মুতে দেবে।
",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,দেশে আসলে তর তর গোয়ায় গরম তৈল দিমু,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,অশিক্ষিত লিখিকা পালতু শালি,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"উচিৎ কথা বললে ঝামেলা!
",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,কোন এঙ্গেলেই তাকে মেয়ে মনে হয় না। বিয়ে বাড়িতে হাত তালি দিয়ে টাকা তুলে যারা তাদের সরদার হলে ভালো মানাবে,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,একবার আসো শুধু তারপর দেখবা পোন মারা কাকে বলে কত প্রকার ও কি কি,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আঠারো কুটি মানুষের ৩৬ কুটি জুতা পিটা করে দুড়াই বো,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,মাগী তর বোদার ভিতরে কুচু দিমু বাংলাদেশে আসলে,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"দেশে আসলে রাজ হাঁসের ডিম রেডি আছে,সোনাগো আমার,,",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আমাদের মজু পাগল ও ভালো লিখে,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,এই সেই যার লেখার প্রেমে পড়বি কিন্তু ব্যক্তিত্ব কে ঘৃনা করবি😊,neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,এ ধরনের ব্যাশা বেজন্মা নারী এবং পুরুষ কে যুগের পর যুগ মুসলিম প্রজন্ম ঘৃণা করে যাবেই,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তার ফাঁসি চাই,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,হোগামারানী,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"তুই কুত্তার বাচ্চা
",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,বাংলার কলংক,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,বেয়াদব মহিলা😡,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"সে সমাজের প্রস্টিটিউটদের জননী... প্রস্টিটিউটদের বাক স্বাধীনতা এবং সমাজের রদ্রে রন্ধ্রে বেহাল্লাপনা প্রতিষ্ঠা করতে তার যত উদ্ভট খুরা যুক্তি তার নগ্ন লেখনীর মাধ্যমে প্রকাশ পায়। এরা সমাজের ক্যান্সার, বিষফোঁড়া... আধুনিকতার নামে তথাকথিত পাশ্চাত্যের নগ্ন কালচার এদেশে প্রতিষ্ঠা করে বিকৃত রুচির বহিঃপ্রকাশ ঘটাতে এদের জুরি নেই।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আমার খুব ভালো লাগলো ম্যাডামের কথা গুলো।ওনি যেখানেই থাকুন ভালো থাকুন সুস্থ থাকুন দোয়া করি।,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,চামড়া ঝুলে গেছে পাকনা বুড়ি আর কদিন বাঁচবে,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,নোবেল পাওয়ার উপযুক্ত বিশ্ব সেরা বারোভাতারী,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"বাংলাদেশের সবচেয়ে জঘন্য,, নিকৃষ্ট মহিলা বললেও কম। কুকুরের যে বুদ্ধি আছে এই ভদ্র মহিলার তাও নাই।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,অনেক বড় শয়তান,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,আমাদের মতো নির্যাতিত মহিলাদের নিয়ে আরও প্রতিবাদী লেখা লিখবেন।। আপনার কলম কখনোই বন্ধ করবেন না।।,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"তুমি নেই তো কি হয়েছে তোমার আনুশারী অনেক আছে তাদের জালায় থাকতে পারছি না,তাই তুমি আর এদেশে এসোনা",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,একজন সাহিত্যর ছাত্র হিসেবে আমি তাকে আধুনিক চটি ও কুলাঙ্গার লেখক হিসেবে আখ্যায়িত করছি। ওর লেখালেখি করার চেয়ে পতিতা বৃত্তি উত্তম ছিল।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তুমার জীবনের সৌন্দর্য যারা লুটেপুটে খেলো তারা কেন তুমার পাশে নেই? এতেও কি তুমার বিবেক খুলে নাই?,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,শত সমালোচনার পরও যে বেহায়াপনা ছাড়তে পারেনা সে সত্যিকারেরই এক নির্লজ্জ বেহায়া।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"ওনার অনেক আগেই ফেরা উচিৎ ছিল। কারন উনি এমন বড়ো উসকানি বা খুন করেন নি, ওনার চেয়ে বড়ো বড়ো অপরাধী এদেশেই লোক চক্ষুর মাথা খেয়ে নাকের ডগায় ঘুরে বেরায়, শুধু দীর্ঘ দিন নির্বাসন হওয়ায় একটু নেতিবাচক প্রভাব পরতে পার।",neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,লাভ চোদাইচোছ কেন হালারপুত😡😡😡,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,ছাগল পাগলেরও রিপোর্ট হয়,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তোর কোপানো দরকার,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"পতিতাদের দালালি ছাড়,",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,নির্লজ্জ মহিলা,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,সত্যি আপনি অনেক ভাল লেখিকা। আপনার জন্য অনেক কষ্ট হয়।আপনাকে বাংলাদেশে আনা দরকার।,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"ময়লা যতো ঘাটবেঁন ততই দূর গন্ধ বেরিয়ে আসবে, সে ও ঠিক ময়লা মতো, কারণ এরা চামড়া ব্যাবসায়ি।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"এর জুতা দিয়ে পিটানো দরকার
",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"আজও সে ভাবছে যে,,সেই সঠিক পথে আছে। বুড়ি হয়ে মরার মত হয়ে গেল তবুও ভুল ভাংলোনা।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"বাহ বাহ,,,,তুমি সালা বাইনচোদ গেছো তোমার আম্মার সাক্ষাৎকার নিতে😡😡",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"প্রশ্ন হলো, তাকে সবাই বেশ্যা বলে কেন ডাকে?",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,পৃথিবীর সবচেয়ে নিকৃষ্ট বর্জ্যগুলো তোর মুখে পড়ুক,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,সেই চাই সভ্য সমাজ আর সে ছাড়া বাকি পৃথিবীর সবাই অসভ্য কত সুন্দর যুক্তি খানকি,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,শুওরের বাচ্চাদের গু থেকে বের হলে যা হয়,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,স্বাধীনতার কথা বলে এক সাথে চারটা ছেলের সাথে বিয়ে বসতে তর মন চায় এটা তর কাছে স্বাধীনতা।এই প্রতিবাদী হয়ে জীবনে কি পেলে লাঞ্চণা ঘৃণা আর মরণের পরে রয়েছে ভয়াবহ কঠিন আজাব।,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,দুরু মিয়া হেতায় হলো বেডাওলি,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,একে বারে পাবনার পাগলা গাড়ের পাগলের মত,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,প্রিয় মানুষ ❤️,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"নারী হয়ে পুরুষ এর মতো আচরণ বরদাস্ত করা যাবে না, তাই তোমাকে মুসলমানরা ঘৃণার চোখে দেখে এবং লাঞ্ছিত করেছে। ঠিক না বেঠিক ।।",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"বিক্রিত মস্তিষ্কের এবং কুরুচিপূর্ণ মানুষ,",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"আর কোনো মানুষ পেলেন নাহ, অপরাধীর সাক্ষাৎকার নিচ্ছেন 😶 বাহ চুদিরভাই বাহ🐸",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,নষ্টা ভ্রষ্টাচারী,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,"দুর হ শয়তান৷ তওবা কর৷
",negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,এত আকাম কুকাম করিয়া এখন সোনার বাংলাতে যাওয়ার অধিকার নাই। এ একটা নসট মেয়ে। ইসলাম বিরুদ্ধি,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,এই মেয়েটা বিশ্ব নটি,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,একেবারে নির্জলা সত্য কথা বলে তাই ধর্মব্যবসায়ীদের সমস্যা। আর যারা নিজের মাথা অন্যের কাছে বন্ধক রেখেছে (মগজ ধোলাইয়ের ফলে তাদেরও সমস্যা। সে সৎ ও প্রতিবাদী। আমার খুব প্রিয় একজন লেখিকা।যারা ওকে বিতর্কিত বলেন তাদের হয়তো সমস্যা আছে প্রকৃত সত্য প্রকাশ হয়ে পড়ার ভয়ে।,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,গ্রেট চুতাইয়া। অনেক চুল্কানি,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,বাংলাদেশে তর আশার কোন অধিকার নায়,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.facebook.com/watch/?v=3073230152929275,তোর লিখা পড়ে তোর মতো নাস্তিক কুলাঙ্গারা প্রভাবিত হইছে।মাতালী,negative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
